ArenaX,ArenaY,GradX,GradY
30.5235721931185,59.9954308546917,,
30,60,,
29.4764278068815,59.9954308546917,,
28.953015098925,59.9817248105729,,
28.4299213127117,59.9588860426372,,
27.9073057876762,59.9269215077947,,
27.3853277175703,59.8858409427524,,
26.8641461019704,59.8356568610482,,
26.3439196978456,59.7763845492397,,
25.824806971198,59.7080420622471,,
25.3069660487931,59.6306502178541,,
24.7905546699921,59.5442325903662,,
24.2757301387037,59.4488155034299,,
23.7626492754672,59.3444280220142,,
23.251468369684,59.2311019435571,,
22.74234313201,59.1088717882799,,
22.2354286469244,58.9777747886721,,
21.73087932549,58.8378508781496,,
21.2288488583179,58.6891426788911,,
20.7294901687516,58.5316954888546,,
20.2329553662853,58.3655572679795,,
19.7393957002299,58.1907786235773,,
19.248961513641,58.0074127949161,,
18.7618021975226,57.8155156370036,,
18.2780661453218,57.6151456035732,,
17.797900707726,57.406363729278,,
17.321452147779,57.1892336110995,,
16.8488655963277,56.963821388975,,
16.3802850078136,56.730195725651,,
15.9158531164233,56.4884277857678,,
15.4557113926099,56.2385912141819,,
15,55.9807621135332,,
14.5488577526984,55.7150190210634,,
14.1024220730039,55.4414428846928,,
13.6608289495492,55.1601170383627,,
13.2242128958776,54.8711271766513,,
12.7927069094686,54.5745613286698,,
12.3664424312258,54.2705098312484,,
11.9455493054385,53.9590653014188,,
11.5301557402303,53.6403226082017,,
11.1203882685049,53.3143788437091,,
10.7163717094038,52.9813332935693,,
10.3182291302848,52.6412874066832,,
9.92608180923425,52.2943447643218,,
9.54004919812505,51.9406110485751,,
9.16024888623008,51.5801940101595,,
8.78679656440358,51.2132034355964,,
8.41980598984047,50.8397511137699,,
8.05938895142489,50.459950801875,,
7.70565523567818,50.0739181907658,,
7.35871259331684,49.6817708697152,,
7.01866670643067,49.2836282905962,,
6.68562115629087,48.8796117314951,,
6.35967739179834,48.4698442597698,,
6.04093469858121,48.0544506945614,,
5.72949016875158,47.6335575687742,,
5.42543867133024,47.2072930905314,,
5.12887282334875,46.7757871041224,,
4.83988296163728,46.3391710504508,,
4.55855711530722,45.8975779269962,,
4.28498097893663,45.4511422473016,,
4.01923788646684,45,,
3.76140878581813,44.5442886073901,,
3.51157221423219,44.0841468835767,,
3.26980427434897,43.6197149921864,,
3.03617861102499,43.1511344036723,,
2.8107663889005,42.678547852221,,
2.59363627072198,42.202099292274,,
2.38485439642679,41.7219338546782,,
2.18448436299638,41.2381978024774,,
1.99258720508395,40.751038486359,,
1.80922137642275,40.2606042997701,,
1.6344427320205,39.7670446337147,,
1.46830451114539,39.2705098312484,,
1.31085732110893,38.7711511416821,,
1.16214912185043,38.26912067451,,
1.02222521132795,37.7645713530756,,
0.891128211720105,37.25765686799,,
0.768898056442946,36.7485316303159,,
0.655571977985829,36.2373507245328,,
0.55118449657008,35.7242698612963,,
0.455767409633758,35.2094453300079,,
0.369349782145871,34.6930339512069,,
0.291957937752891,34.175193028802,,
0.223615450760342,33.6560803021544,,
0.1643431389518,33.1358538980296,,
0.114159057247633,32.6146722824297,,
0.073078492205273,32.0926942123238,,
0.041113957362786,31.5700786872883,,
0.018275189427126,31.046984901075,,
0.004569145308263,30.5235721931185,,
0,30,,
0.004569145308263,29.4764278068815,,
0.018275189427126,28.953015098925,,
0.041113957362786,28.4299213127117,,
0.073078492205273,27.9073057876762,,
0.114159057247633,27.3853277175703,,
0.1643431389518,26.8641461019704,,
0.223615450760338,26.3439196978456,,
0.291957937752894,25.824806971198,,
0.369349782145868,25.3069660487931,,
0.455767409633758,24.7905546699921,,
0.55118449657008,24.2757301387037,,
0.655571977985833,23.7626492754672,,
0.768898056442943,23.251468369684,,
0.891128211720105,22.74234313201,,
1.02222521132795,22.2354286469244,,
1.16214912185043,21.73087932549,,
1.31085732110894,21.2288488583179,,
1.46830451114539,20.7294901687516,,
1.6344427320205,20.2329553662853,,
1.80922137642275,19.7393957002299,,
1.99258720508395,19.248961513641,,
2.18448436299638,18.7618021975226,,
2.38485439642679,18.2780661453218,,
2.59363627072197,17.797900707726,,
2.8107663889005,17.321452147779,,
3.03617861102499,16.8488655963277,,
3.26980427434896,16.3802850078136,,
3.51157221423219,15.9158531164233,,
3.76140878581812,15.4557113926099,,
4.01923788646684,15,,
4.28498097893663,14.5488577526984,,
4.55855711530722,14.1024220730039,,
4.83988296163728,13.6608289495492,,
5.12887282334874,13.2242128958776,,
5.42543867133024,12.7927069094686,,
5.72949016875158,12.3664424312258,,
6.04093469858121,11.9455493054385,,
6.35967739179834,11.5301557402303,,
6.68562115629088,11.1203882685049,,
7.01866670643066,10.7163717094038,,
7.35871259331684,10.3182291302848,,
7.70565523567817,9.92608180923425,,
8.05938895142488,9.54004919812505,,
8.41980598984047,9.16024888623008,,
8.78679656440357,8.78679656440358,,
9.16024888623008,8.41980598984047,,
9.54004919812504,8.05938895142489,,
9.92608180923425,7.70565523567817,,
10.3182291302848,7.35871259331684,,
10.7163717094038,7.01866670643067,,
11.1203882685049,6.68562115629088,,
11.5301557402303,6.35967739179834,,
11.9455493054386,6.04093469858121,,
12.3664424312258,5.72949016875158,,
12.7927069094686,5.42543867133025,,
13.2242128958776,5.12887282334874,,
13.6608289495492,4.83988296163728,,
14.1024220730038,4.55855711530722,,
14.5488577526984,4.28498097893664,,
15,4.01923788646685,,
15.4557113926099,3.76140878581812,,
15.9158531164233,3.51157221423219,,
16.3802850078136,3.26980427434897,,
16.8488655963277,3.03617861102499,,
17.321452147779,2.8107663889005,,
17.797900707726,2.59363627072197,,
18.2780661453218,2.38485439642679,,
18.7618021975226,2.18448436299638,,
19.248961513641,1.99258720508395,,
19.7393957002299,1.80922137642275,,
20.2329553662853,1.6344427320205,,
20.7294901687516,1.46830451114539,,
21.2288488583179,1.31085732110894,,
21.73087932549,1.16214912185043,,
22.2354286469244,1.02222521132795,,
22.74234313201,0.891128211720105,,
23.251468369684,0.768898056442946,,
23.7626492754672,0.655571977985833,,
24.2757301387037,0.55118449657008,,
24.7905546699921,0.455767409633758,,
25.3069660487931,0.369349782145871,,
25.824806971198,0.291957937752894,,
26.3439196978456,0.223615450760338,,
26.8641461019704,0.164343138951796,,
27.3853277175703,0.114159057247633,,
27.9073057876762,0.073078492205273,,
28.4299213127117,0.041113957362786,,
28.953015098925,0.018275189427126,,
29.4764278068815,0.004569145308263,,
30,0,,
30.5235721931185,0.004569145308263,,
31.046984901075,0.018275189427126,,
31.5700786872883,0.041113957362786,,
32.0926942123238,0.073078492205269,,
32.6146722824297,0.114159057247633,,
33.1358538980296,0.164343138951796,,
33.6560803021544,0.223615450760342,,
34.175193028802,0.291957937752891,,
34.6930339512069,0.369349782145868,,
35.2094453300079,0.455767409633758,,
35.7242698612963,0.551184496570084,,
36.2373507245328,0.655571977985833,,
36.7485316303159,0.768898056442943,,
37.25765686799,0.891128211720101,,
37.7645713530756,1.02222521132795,,
38.26912067451,1.16214912185044,,
38.7711511416821,1.31085732110894,,
39.2705098312484,1.46830451114539,,
39.7670446337147,1.63444273202049,,
40.2606042997701,1.80922137642275,,
40.751038486359,1.99258720508395,,
41.2381978024774,2.18448436299638,,
41.7219338546782,2.38485439642679,,
42.202099292274,2.59363627072197,,
42.678547852221,2.8107663889005,,
43.1511344036723,3.03617861102499,,
43.6197149921864,3.26980427434896,,
44.0841468835767,3.51157221423219,,
44.5442886073901,3.76140878581813,,
45,4.01923788646684,,
45.4511422473016,4.28498097893663,,
45.8975779269961,4.55855711530721,,
46.3391710504508,4.83988296163727,,
46.7757871041224,5.12887282334875,,
47.2072930905314,5.42543867133024,,
47.6335575687742,5.72949016875158,,
48.0544506945614,6.04093469858121,,
48.4698442597698,6.35967739179835,,
48.8796117314951,6.68562115629088,,
49.2836282905962,7.01866670643066,,
49.6817708697152,7.35871259331683,,
50.0739181907657,7.70565523567816,,
50.459950801875,8.05938895142489,,
50.8397511137699,8.41980598984047,,
51.2132034355964,8.78679656440357,,
51.5801940101595,9.16024888623007,,
51.9406110485751,9.54004919812505,,
52.2943447643218,9.92608180923425,,
52.6412874066832,10.3182291302848,,
52.9813332935693,10.7163717094038,,
53.3143788437091,11.1203882685049,,
53.6403226082017,11.5301557402303,,
53.9590653014188,11.9455493054386,,
54.2705098312484,12.3664424312258,,
54.5745613286698,12.7927069094686,,
54.8711271766513,13.2242128958776,,
55.1601170383627,13.6608289495492,,
55.4414428846928,14.1024220730038,,
55.7150190210634,14.5488577526984,,
55.9807621135332,15,,
56.2385912141819,15.4557113926099,,
56.4884277857678,15.9158531164233,,
56.730195725651,16.3802850078136,,
56.963821388975,16.8488655963277,,
57.1892336110995,17.321452147779,,
57.406363729278,17.797900707726,,
57.6151456035732,18.2780661453218,,
57.8155156370036,18.7618021975226,,
58.0074127949161,19.248961513641,,
58.1907786235773,19.7393957002299,,
58.3655572679795,20.2329553662853,,
58.5316954888546,20.7294901687516,,
58.6891426788911,21.2288488583179,,
58.8378508781496,21.73087932549,,
58.9777747886721,22.2354286469244,,
59.1088717882799,22.74234313201,,
59.2311019435571,23.251468369684,,
59.3444280220142,23.7626492754672,,
59.4488155034299,24.2757301387037,,
59.5442325903662,24.7905546699921,,
59.6306502178541,25.3069660487931,,
59.7080420622471,25.824806971198,,
59.7763845492397,26.3439196978456,,
59.8356568610482,26.8641461019704,,
59.8858409427524,27.3853277175702,,
59.9269215077947,27.9073057876762,,
59.9588860426372,28.4299213127117,,
59.9817248105729,28.953015098925,,
59.9954308546917,29.4764278068815,,
