ArenaX,ArenaY,GradX,GradY
60,30,4.13456033725499,15.5810745609252
59.9954308546917,30.5235721931185,4.63525491562421,15.7341522555727
59.9817248105729,31.046984901075,5.13030214988503,15.9046106882114
59.9588860426372,31.5700786872883,5.61909890123868,16.0922421814982
59.9269215077947,32.0926942123238,6.101049646137,16.296818135361
59.8858409427524,32.6146722824297,6.57556720183616,16.5180893055125
59.8356568610482,33.1358538980296,7.04207344178836,16.7557861071161
59.7763845492397,33.6560803021544,7.5,17.0096189432334
59.7080420622471,34.175193028802,7.94878896349807,17.2792785576536
59.6306502178541,34.6930339512069,8.38789355206121,17.5644364116744
59.5442325903662,35.2094453300079,8.81677878438709,17.8647450843758
59.4488155034299,35.7242698612963,9.23492212988488,18.1798386958992
59.3444280220142,36.2373507245328,9.64181414529809,18.5093333532153
59.2311019435571,36.7485316303159,10.0369590953829,18.8528276178391
59.1088717882799,37.25765686799,10.419875556885,19.2099029949202
58.9777747886721,37.7645713530756,10.7900970050798,19.580124443115
58.8378508781496,38.26912067451,11.1471723821609,19.9630409046171
58.6891426788911,38.7711511416821,11.4906666467847,20.3581858547019
58.5316954888546,39.2705098312484,11.8201613041008,20.7650778701151
58.3655572679795,39.7670446337147,12.1352549156242,21.1832212156129
58.1907786235773,40.2606042997701,12.4355635883256,21.6121064479388
58.0074127949161,40.751038486359,12.7207214423464,22.0512110365019
57.8155156370036,41.2381978024774,12.9903810567666,22.5
57.6151456035732,41.7219338546782,13.2442138928839,22.9579265582116
57.406363729278,42.202099292274,13.4819106944875,23.4244327981638
57.1892336110995,42.678547852221,13.703181864639,23.898950353863
56.963821388975,43.1511344036723,13.9077578185018,24.3809010987613
56.730195725651,43.6197149921864,14.0953893117886,24.869697850115
56.4884277857678,44.0841468835767,14.2658477444273,25.3647450843758
56.2385912141819,44.5442886073901,14.4189254390748,25.865439662745
55.9807621135332,45,14.5544358941399,26.371171566005
55.7150190210634,45.4511422473016,14.6722140110071,26.8813246377336
55.4414428846928,45.8975779269962,14.7721162951831,27.395277334996
55.1601170383627,46.3391710504508,14.8540210311236,27.912403485599
54.8711271766513,46.7757871041224,14.9178284305241,28.4320730509852
54.5745613286698,47.2072930905314,14.9634607538974,28.9536528938381
54.2705098312484,47.6335575687742,14.9908624052864,29.4765075494625
53.9590653014188,48.0544506945615,15,30
53.6403226082017,48.4698442597697,14.9908624052864,30.5234924505375
53.3143788437091,48.8796117314951,14.9634607538974,31.0463471061619
52.9813332935693,49.2836282905962,14.9178284305241,31.5679269490148
52.6412874066832,49.6817708697152,14.8540210311236,32.087596514401
52.2943447643218,50.0739181907658,14.7721162951831,32.6047226650039
51.9406110485751,50.459950801875,14.6722140110071,33.1186753622664
51.5801940101595,50.8397511137699,14.55443589414,33.628828433995
51.2132034355964,51.2132034355964,14.4189254390748,34.134560337255
50.8397511137699,51.5801940101595,14.2658477444273,34.6352549156242
50.459950801875,51.9406110485751,14.0953893117886,35.130302149885
50.0739181907658,52.2943447643218,13.9077578185018,35.6190989012387
49.6817708697152,52.6412874066832,13.703181864639,36.101049646137
49.2836282905962,52.9813332935693,13.4819106944875,36.5755672018362
48.8796117314951,53.3143788437091,13.2442138928839,37.0420734417884
48.4698442597697,53.6403226082017,12.9903810567666,37.5
48.0544506945615,53.9590653014188,12.7207214423464,37.9487889634981
47.6335575687742,54.2705098312484,12.4355635883256,38.3878935520612
47.2072930905314,54.5745613286698,12.1352549156242,38.8167787843871
46.7757871041224,54.8711271766513,11.8201613041008,39.2349221298849
46.3391710504508,55.1601170383627,11.4906666467847,39.6418141452981
45.8975779269962,55.4414428846928,11.1471723821609,40.0369590953829
45.4511422473016,55.7150190210634,10.7900970050798,40.419875556885
45,55.9807621135332,10.419875556885,40.7900970050798
44.5442886073901,56.2385912141819,10.0369590953829,41.1471723821609
44.0841468835767,56.4884277857678,9.64181414529809,41.4906666467847
43.6197149921864,56.730195725651,9.23492212988487,41.8201613041008
43.1511344036723,56.963821388975,8.8167787843871,42.1352549156242
42.678547852221,57.1892336110995,8.3878935520612,42.4355635883256
42.202099292274,57.406363729278,7.94878896349808,42.7207214423464
41.7219338546782,57.6151456035732,7.5,42.9903810567666
41.2381978024774,57.8155156370036,7.04207344178836,43.2442138928839
40.751038486359,58.0074127949161,6.57556720183617,43.4819106944875
40.2606042997701,58.1907786235773,6.101049646137,43.703181864639
39.7670446337147,58.3655572679795,5.61909890123869,43.9077578185018
39.2705098312484,58.5316954888546,5.13030214988503,44.0953893117886
38.7711511416821,58.6891426788911,4.63525491562422,44.2658477444273
38.26912067451,58.8378508781496,4.13456033725499,44.4189254390748
37.7645713530756,58.9777747886721,,
37.25765686799,59.1088717882799,,
36.7485316303159,59.2311019435571,,
36.2373507245328,59.3444280220142,,
35.7242698612963,59.4488155034299,,
35.2094453300079,59.5442325903662,,
34.6930339512069,59.6306502178541,,
34.175193028802,59.7080420622471,,
33.6560803021544,59.7763845492397,,
33.1358538980296,59.8356568610482,,
32.6146722824297,59.8858409427524,,
32.0926942123238,59.9269215077947,,
31.5700786872883,59.9588860426372,,
31.046984901075,59.9817248105729,,
